reviewid,username,userimage,content,score,thumbsupcount,reviewcreatedversion,at,replycontent,repliedat
gp:AOqpTOGDLU1KkF8LysS6gyaGOGnExbN6mHYxqbsoeEQLj8JezlJwyk7n8i3-O3TYGmuyu9fIji_DUGBNFQNlTgs,Doughnut Please,https://play-lh.googleusercontent.com/a/AATXAJzdMC85k7vH-EbZIyKlodtYr3tOJtx2dsq03JuA=mo,"It is a totally free loyalty points app that includes popular mobile games (for first time players). I had some difficulty getting my points for a game reward recently, but customer service was able to resolve it well",5,2,1.69.0,2021-01-12,"Hey there, we're so happy to hear you've been enjoying our games! Happy earning :D",2021-01-13 17:02:28
gp:AOqpTOFU9tWrLbIbXOdnXd9oxrOgx7bqxsRE_jZVPBUpYSAEjKKJb_Oe4L6z3RkZh3B8p_9EeG9dspNbK731Fhk,Clark Choi,https://play-lh.googleusercontent.com/a-/AOh14Gh2vG1Ro6Rz5q_c2NoM61XNZIdf_hTgwpQkHaqK5w,It cannot link with various credit cards and they keep blaming the bank that issues the credit card. If the bank doesn't want to work with you then you cannot really have this app working for you or anybody. Add: either this is the worst app ever written or they have no way of managing app development team. Will never fall for their lie!,1,10,1.64.0,2020-09-25,"Hey Clark, thanks so much for sharing your feedback! While we try and want to support all financial institutions, banks that frequently have trouble linking to our platform have been removed from our systems. If you have any further questions, please reach out through your profile (top left-hand side), and hit ""get help"". Thanks!",2020-10-29 15:34:36
gp:AOqpTOFcw_5XWawXmCPsiLCIESt6T8fk3jALPKsl_8QmARencNmFkm5VdGBch1U11kUd6hZxrpe1x6v-q_J4HJc,Sanjif Raj,https://play-lh.googleusercontent.com/a/AATXAJzTvVTEjwHiY_gb18jOja0hImb_w_y_Htqt4Ymz=mo,Works pretty well and does pay out. It just misses some of your activity. It's better to shop through the app then to send to email cause I always have to follow up after a send to email to register the points.,4,1,1.74.0,2021-03-23,nan,NaT
gp:AOqpTOENo6AFHcTNX37GL8PBQxPrysJCA6KF1CIrHuH3Xtpj7tHkIcyI-fjG8X3FzE1GvqaaHAnBQ109Bw9nFL8,Gianluca Da Silva,https://play-lh.googleusercontent.com/a/AATXAJw78ao0FWJHnc14jmcq-cBqSYTe0zuqHtIxyDk5=mo,"Does not work with TD and support is a joke! Contacted regarding missing points more than once, never a response, never a credit, nothing. Save your data, they started out good and just stopped caring...",1,22,1.47.0,2020-01-12,"Hey Gianluca, thanks for sharing your feedback and sorry to hear that you're having a bad experience with us. TD is actually a supported institution and has a healthy status. Please reach out to us directly at support@joindrop.com and we can look into your missing points. Thanks and have a great day :)",2020-01-13 11:08:18
gp:AOqpTOHlUfpylhYzGoWfRs80SjaxZ24BUClT9t5QgL6mh5rEagD_kewePyjTwcxwbm_RaKTeGHPG7FO4VGjQpVE,Kylo,https://play-lh.googleusercontent.com/a-/AOh14GhsDGVPiSZq25JAp-0iH7ExkIRejBvY4SMeRBIjPg,I used to be able to shop at my connected stores and bank points. Now this app is instead very dependent on sponsored partners and surveys and isn't as worth it for regular consumers. I've cashed out my points and unlinked my card and I have no need for this app anymore.,1,0,nan,2021-01-30,nan,NaT
gp:AOqpTOG2-mYpAkTRutunDdommcajm1rUj1TRmObz4zeIopuG0421k2zpGE0gbDgoeoDOPi1XeG83ZmPhW3hUWY0,HICH,https://play-lh.googleusercontent.com/a/AATXAJzq1EA7aG4uyzmWy_OafklUAdKOp5rnrFWBNeMVeg=mo,"It worked for awhile, until about a month ago then points stopped adding even with the cards being linked...and now it doesn't even let you log in, just white screen each time you try to sign in...Drop is going bankrupt too?",1,0,1.60.0,2020-07-05,"Hey there, thanks for your patience! Our engineers just rolled out a fix which addresses app performance, slowness, and lag. Please update your Drop app to the latest version and reach out to support@joindrop.com if these issues persist. We’d love if you’d update your review to better reflect the current app version! :)",2020-07-14 15:21:20
gp:AOqpTOGSGdy4oqJFBBGolA5ICkNH1RCttqZ1jmaGFwMDr01Hm0R8k61v7_1FRPB13veo_As3x-28sstrsBjYxtw,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"The app is a great concept, and I do enjoy using it. But the mini games for the super charge and the contests need work... I find there's not enough touch sensitivity which makes it harder to play the basic little games I usually enjoy.",4,0,1.27.0,2018-11-09,nan,NaT
gp:AOqpTOGgpifQiw6bT_JaesuQWKn9fZiISXyLBDYFNtn6RS1BGdNTqmvkG58ryvoF37avEclVPxaa4tSF9rVpW1M,Robert Donald Crupi,https://play-lh.googleusercontent.com/a-/AOh14GjNrk4C8qgjiSNV4Ty7JJgtmUBq5Vkp5cPtISbM7g,"Plaid system does not prioritize new cards, Customer service responded and says they are behind for Capital One which locks me out from earning points until they catch up. This was 6 months ago, same problem still today. App allows internal offer but you can only give out your SIN to so many banks...",2,0,1.47.0,2020-01-14,"Thanks so much for taking the time to write a review. We’re working hard to make this the best app it can be, and we couldn’t do it without the feedback from members like you. Hope you have a great day!",2020-01-16 14:04:13
gp:AOqpTOEYoCAT2CTLp1uBnz8a0AGZu8M4tCeQqV0YC7_P5eOpB5y8oZtm5sZOa9UtK19IjmigJDeszWORfh3mP9E,Nicole Thomas,https://play-lh.googleusercontent.com/a/AATXAJxtOoMLq36iXCtoEqtWtEqonttbi6C9w4R73i4t=mo,Good add other that you cant change your ongoing offers which sucks if you singed up when they only had like 5 options like I did. Also you can only redeem $15 at a time? And the offers havent been very good lately and neitger have the rewards.,3,1,1.26.0,2018-10-09,Thanks for taking the time to leave us a review! We appreciate the feedback and will take that information into account for future planning.,2018-10-12 10:42:58
gp:AOqpTOEhYt1tHfRNkduTkLuaBgJTRIvfO-RT8LmMCtJDibjM-8Y6iYS89-a_dLMDCcwKP1m6pYGRJhC618VHte4,Adrian Suszko,https://play-lh.googleusercontent.com/a-/AOh14Gi2s6loh3UciYPO8j52C5MegWNTdcfVTkg4InCqOhM,Takes to long to accumulate points now to reach the high level tiers required for rewards. There are better cash back systems out there. Too bad... it was quite brilliant at first. I cant see myself using it in the future now.,1,7,1.53.0,2020-02-26,"Hey Adrian, we’re really sorry to hear you’re having a bad experience with us. We are working hard on new features that will provide you with more opportunities to earn points and customize your Drop experience. If you have any other questions please don’t hesitate to let us know at support@joindrop.com. Thanks for being a Drop member :)",2020-02-26 14:39:34
gp:AOqpTOG3C91pFgvuhpdBb-MWji6eEMmb4_i4jHDozt7kS9cR19cQ7PVL7cMQtb5YkFGmeqfm1-rw_FlP3zsAF_Q,J Ota,https://play-lh.googleusercontent.com/a/AATXAJx9zb9MOJppng98AVfmI__vgPvT6kaRj4bpEdyI=mo,"Submitted missing pts ticket from 2 months ago. Automated reply say someone will reply within 24 hrs, no reply after a week. Sent follow up email still no reply (but keep getting promo email to use their service). Very unreliable service... will use other more reputable cashback service from now on",1,0,nan,2021-03-12,"Hi there, we're incredibly sorry for the delay. Our support team has been experiencing extreme ticket volume, and is currently working through a backlog. Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to make this right.",2021-03-16 15:07:37
gp:AOqpTOGCJDIMNlJINoQKY8HEoiNfvlOpAcbZSy3eofo19yi-OcvSDNGhIYtVQX1dj_3fgL6uRrMD1ACXXAILYgU,Chibi_annyeong,https://play-lh.googleusercontent.com/a-/AOh14GjNHnRU8S3qqHnFgjaSAY5rNnVy6DXUu9ibadgD,Its a good way to have freebies if you eat and buy at the stores given in the app. ( for me i always go to mcdo and tims and groupon) but other than that the other stores are not commonly known.,4,0,1.26.0,2018-10-11,Thanks for letting us know! I'm sorry to hear that you haven't been able to find offers that fit your lifestyle! We will give this feedback to the team.,2018-10-12 10:33:23
gp:AOqpTOE3mlv0I-ndVxi4Y_vk5DuIno8nYDKonTvW1o-38jv1eGXYPa7HFKbit69u_JW5Uqw6lAG-KnQLHdJdLQA,Pamela Hui,https://play-lh.googleusercontent.com/a/AATXAJwOFV0R2KRKQ8X_Rht9vqwSR1biE76u2Cl6lZLt4Q=mo,"It requires you to link your bank account after login/registration. For a few dollars coupon, I think it doesnt worth the risk to provide your login and password of your bank accounts to a third party app.",1,0,1.26.0,2018-09-21,"Hey I'm sorry to hear that you've had trouble linking your card. I hope you give Drop another try in the future and if you continue experience trouble linking your card, let us know at support@earnwithdrop.com so we can look into your linking request!",2018-09-25 12:00:12
gp:AOqpTOG8BpDXmyUruapQORY4vopzfoymZrbnZ0LAWRWkgh-HNaHNHaOo0C9gPsROmUuAp9tSw8KGDx_YCmYQJ8M,Lauren Snyder,https://play-lh.googleusercontent.com/a-/AOh14GgBuEH9NBdfCkgGL6JSmwpxpeJ-NYRhURN7-Xma4g,Easy way to earn points for rewards. Boosted offers give higher returns than other programs. No issues with app crashing or bugs. Customer service is incredibly fast to respond and always helpful and resolve issues very quickly One of my most used apps,5,0,1.45.0,2019-12-04,"Thanks so much Lauren, that’s amazing to hear! So glad you’re part of the Drop community :)",2019-12-05 15:13:44
gp:AOqpTOGwG60-VMr8DjMEkLKlSYBO6JCPLUrFWySx7kqL3ZNA-2JGwITyfo5p04zuUa6Hymheuc-yIFkV10dVXXQ,Eddie Yang,https://play-lh.googleusercontent.com/a-/AOh14GjG8Ari1gjZZ__p7ezC4OBvsj5gj0CPqbEZZmKacQ,"I played a game to earn points but it's been way more than 14 days and haven't gotten any points. I tried submitting a ticket after ""chatting"" with the bot but the link didn't even let me click continue",1,0,1.66.0,2020-11-22,"Hey Eddie! Oh no, that sounds like something we should definitely look into for you! Could you please send us an email to support@joindrop.com? Please reference this review, that will help us make sure we have all the information to get started on investigating this. Hopefully, we can straighten everything out!",2020-11-23 15:46:02
gp:AOqpTOFLe5PbaAaq0_2Vs2MlhEQfuRpWBmLueqzHDcUTHWuLOE_gtC5g1084bgakddw2p6M0lwTH-GBHz5vHVrE,Tyler,https://play-lh.googleusercontent.com/a-/AOh14GjtV4xmNj3wIemmngTqclp7bwc4By1vW0w1LlH1,"Good app and really clean and simple interface. However it does take time to earn rewards, especially now that they've changed the minimum redemption from 10 000 ($10) to 25 000 ($25)",3,1,1.49.0,2020-01-23,"Thanks for taking the time to share feedback. Gift card options change from time to time as our relationships with our partner brands evolve. There are many ways to make the most with Drop and earn points. Contests, boosted offers, games, surveys, offers worth over 25,000 points! Please reach out to us at support@joindrop.com with any questions.",2020-01-23 15:58:45
gp:AOqpTOFZj5UiaV4JU9-AF_ZL7eC0bnJaJR-xC4rx2wTpR1utu-qDdRZjQo3q_Mfm_ALdNmIdX6526Nr_MhSTxVM,Tonya Griffith,https://play-lh.googleusercontent.com/a-/AOh14GhVHOFqa_xhTSDRxexev4pAjH1f-Ao3UL5m_EFA,"Installed the app, made an account but it keeps telling me my login info is wrong even after trying to reset my password with the codes sent to me it keeps saying token code is no longer vaild. It shouldnt be this difficult to get started on an app not at all impressed 😤",1,2,1.34.0,2019-06-20,nan,NaT
gp:AOqpTOFcsuqFWbVuslDgxc50xCK6fPY7znUhC0-n4Lo5xY1au2nmrIFaXlojdMbWF4SOktsYTjm4nG10JMv7FTc,P K,https://play-lh.googleusercontent.com/a/AATXAJxLQ_IPUn_ueQRd4Eu0VkJzBptQVYW9MbRiOokc=mo,"The points are rewarded very consistently. The very few times I encountered a hiccup in receiving my points, the support staff was very quick and professional at handling the issue.",5,0,1.27.0,2019-05-06,"Hey there, thanks for the Drop love! :)",2019-05-10 17:08:17
gp:AOqpTOH559R4ZH07VW0b-fPObhaIBSB0Gyy4evMMFgd8NjaaX9vBJqTMGScDsyeE2SdvWQ8IJCT3Q5EF6d2yDpU,Cristina Cordick,https://play-lh.googleusercontent.com/a/AATXAJxIM5FId8narX4BXzC1jxwzzg2B3VG9lxAScT-x=mo,"I have literally had to reset my password through email 6 times in the last 10 minutes. Yet every time it sends me to login to my app, the password doesn't work.",1,0,1.27.0,2018-11-26,nan,NaT
gp:AOqpTOEUrpv7TI0VZh7dHK4WRznJcrlUthY6d6MxcoNFQFl0-9MrNkdfSvbSUPhy1vrkpfopWp6D8TRQTya3_Mk,Tommy Lu,https://play-lh.googleusercontent.com/a-/AOh14GgVJBsFk9m2KEW5eYJYIQ-FP0zj-RRTeeW-DfPAgQ,One of the best rewards app out there. I've been using the app on and off for the past few years and I still managed to earn $190 in gift card rewards. Before the app was sluggish but the new update made everything feel so much faster now!,5,6,1.62.0,2020-08-03,"UPDATE: Hey there, thanks for your patience! Our engineers just rolled out a fix which addresses app performance, slowness, and lag. Please update your Drop app to the latest version and reach out to support@joindrop.com if these issues persist. We’d love if you’d update your review to better reflect the current app version! :)",2020-07-14 15:19:09
gp:AOqpTOGNL29CjC_m5ehsNdbym4djE6DT4R8PFy_ungeJIttuMC0bFnxJanNMTIdHrejHi-vgcxDl4uIzYoOL7WY,Daniel Yoon,https://play-lh.googleusercontent.com/a-/AOh14GiCgPQcZy1_-l7oCmDlzDbqHAucelERfzFIfMKPnA,"New UI confusing and harder to navigate. Card gets unlinked every day or 2 days. Some transactions don't automatically get you points and when contacted, few were still unissued.",1,0,1.27.0,2018-11-19,nan,NaT
gp:AOqpTOH3QvDCK6KVsUWh3cQWE79z3nKje1rCtRvGugHeBtWtZyIQk7yzfTCbKg4YAD7NPseMzLl2a-DziSdZMQs,Tabitha Kerbabian,https://play-lh.googleusercontent.com/a-/AOh14GisfxHdSWM5_gJ3Zq8o_s9h_TE0kjEl6tFaFV3N-VQ,So easy to use and points add up fast. I'm not spending any extra money than I normally would - just earning points for gift cards on the things I'd buy anyways :),5,3,1.27.0,2018-11-18,nan,NaT
gp:AOqpTOF56IGkSYKmbJqd8hxJZE6B0KfSQqL4_RuzXF5dzSXmyMVFeK5UFlPDNyewwCGcp1hyeyXJmDNG059Kdos,Danish Ghazi,https://play-lh.googleusercontent.com/a-/AOh14GiJGlIKOPn72DsIweKWGZ5tV9axuhdkx98c32aBauI,"Used to love this app when you got points for connected shopping. Now it's just garbage and waste of time. Dont bother with this app, if you miss the old Drop Experience, look up Ampli, much better cash back app!!",1,8,1.71.1,2021-02-10,nan,NaT
gp:AOqpTOGKJeiN9KUvRpXIfZ0UjIu4ioq_HpWNuzAGmxcUx3W8wUchmjYMFaTqyzhvFgE-U3e4w-uK_AwJaW8vI7Q,Chloe Régis,https://play-lh.googleusercontent.com/a-/AOh14Gir1ritZ8XOshQAHVANr_OZGrbX1nCecs0dCDBd_Cc,Slow customer service. I submitted a ticket about a game I had not received points for and still no answer. And then I redeemed 25k points and got a gift card that I'm unable to use because it's the wrong country. I really hope drop resolves my issues and others don't have to go through the same thing.,2,8,1.78.0,2021-05-04,nan,NaT
gp:AOqpTOGMlI04COAt6HZgCVAh-9yRw4Nuc7c0wFpWGl36sIqMhVOtnk1NdusE7WzZvG0felg74YvzKfE6w7WAyd8,Camille DiCarlo,https://play-lh.googleusercontent.com/a-/AOh14Gg4fcrsJFd9EvfPhj7k4qHKRu8hzCUnXhWYZj0hKfU,I have been using this app for over a year. Love earning gift cards on purchases I would have made anyways. Very easy and when points were missing they were always credited when I contacted them. Very happy!,5,1,1.40.0,2019-10-02,"Hey Camille,

We appreciate the kind words! :)

Thanks for being a Drop member!",2019-10-04 10:39:04
gp:AOqpTOFoWcgVEF9PYhAa0hyjzhjxnKRbPcK8vJwOQWokm73t3wYZSuoSzO0iJei4TuRaePE8gHofUqErqFig3BU,Daniel Sourani,https://play-lh.googleusercontent.com/a-/AOh14GiBSWPS2RjsRPEWUmG7l88Y1eEchedhsBVDze0Fsw,"Used to be an amazing app, but once they got rid of the permanent offers, the value of the app plummeted to nil for me. Always great support but sadly I no longer see the value in Drop.",2,0,1.66.0,2020-11-19,Hey Daniel! Glad to hear that you had a great experience with our support team. We're always here if you need us to give you some tips to earn points faster and make this a 5-star experience for you. :),2020-11-19 15:22:55
gp:AOqpTOH3wic2zwBykPHZfG_h7OiVtCW8Anp_cM8XEZ8RsDBAYiBLaMc7sWKylzvTxJZV0YnGyXOGeoRlfw8NZ2M,Tash,https://play-lh.googleusercontent.com/a-/AOh14GhV0u6OnwhcpQk1yudSwsOxkcFxfGZzEuAk97ab,Love this app and the customer service is amazing. They listen to my concerns fully and make sure all my questions have been answered. Definitely recommend this app if you love online shopping and playing games.,5,5,1.70.0,2021-01-14,Hey there! So glad to hear that you had a great experience with our support team. We're always here if you need us. :) Hope you have a great day!,2021-01-14 16:18:52
